"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN","TOBS","TSUN","WESD","WESF","WT01","WT02","WT03","WT04","WT06","WT08","WT09","WT11"
"US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US","41.0639","-73.7722","71.0","2017-01-06",,,,,,,"0.0",,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-01",,"42","27","34",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-02",,"45","27","33",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-03",,"37","33","36",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-04",,"41","36","39",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-05",,"50","25","25",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-06",,"31","24","26",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-07",,"32","21","22",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-08",,"22","16","17",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-09",,"24","6","7",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-10",,"21","6","10",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-11",,"42","10","39",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-12",,"49","37","48",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-13",,"60","47","48",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-14",,"48","25","25",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-15",,"31","24","27",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-16",,"36","18","19",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-17",,"42","19","35",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-18",,"38","35","38",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-19",,"41","32","32",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-20",,"46","32","35",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-21",,"43","35","40",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-22",,"51","38","41",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-23",,"48","41","41",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-24",,"41","33","34",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-25",,"39","34","36",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-26",,"46","36","39",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-27",,"53","38","38",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-28",,"43","33","33",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-29",,"37","30","31",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-30",,"41","27","27",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-01-31",,"35","21","21",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-01",,"32","21","32",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-02",,"45","27","27",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-03",,"42","23","23",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-04",,"32","19","19",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-05",,"33","19","26",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-06",,"41","26","36",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-07",,"46","29","33",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-08",,"37","33","35",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-09",,"60","28","28",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-10",,"28","17","20",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-11",,"31","19","27",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-12",,"48","27","30",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-13",,"37","28","32",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-14",,"36","26","27",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-15",,"38","24","24",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-16",,"46","24","29",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-17",,"34","25","25",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-18",,"40","25","26",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-19",,"60","26","37",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-20",,"61","37","40",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-21",,"52","25","27",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-22",,"48","27","37",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-23",,"57","35","36",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-24",,"65","35","47",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-25",,"73","45","57",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-26",,"70","35","35",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-27",,"41","24","24",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-02-28",,"50","24","38",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-01",,"63","38","50",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-02",,"64","45","45",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-03",,"45","27","28",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-04",,"39","19","20",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-05",,"29","11","14",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-06",,"35","14","20",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-07",,"46","20","36",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-08",,"52","36","46",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-09",,"58","45","49",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-10",,"59","32","32",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-11",,"36","16","16",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-12",,"29","16","17",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-13",,"28","15","15",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-15",,"32","18","18",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-16",,"25","18","23",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-17",,"38","23","27",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-18",,"46","23","26",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-19",,"35","26","32",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-20",,"48","25","26",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-21",,"52","25","39",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-22",,"57","36","36",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-23",,"36","21","21",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-24",,"41","21","28",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-25",,"50","28","43",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-26",,"59","37","37",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-27",,"41","37","37",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-28",,"53","37","44",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-29",,"48","43","44",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-30",,"56","31","31",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-03-31",,"53","30","37",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-01",,"40","36","36",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-02",,"48","35","39",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-03",,"61","36","37",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-04",,"66","35","49",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-05",,"51","46","47",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-06",,"65","41","42",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-07",,"49","39","44",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-08",,"48","38","40",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-09",,"55","30","30",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-10",,"67","30","42",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-11",,"77","41","53",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-12",,"85","53","56",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-13",,"74","46","46",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-14",,"62","40","48",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-15",,"66","38","50",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-16",,"66","50","63",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-17",,"80","61","65",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-18",,"71","47","47",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-19",,"68","43","43",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-20",,"54","43","48",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-21",,"66","48","48",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-22",,"55","48","49",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-23",,"56","42","42",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-24",,"66","40","40",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-25",,"62","40","49",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-26",,"56","49","53",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-27",,"62","53","57",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-28",,"71","57","58",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-29",,"82","57","61",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-04-30",,"82","55","56",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-01",,"64","47","48",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-02",,"76","47","64",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-03",,"71","56","56",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-04",,"63","37","38",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-05",,"62","38","49",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-06",,"60","48","60",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-07",,"65","48","51",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-08",,"55","32","43",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-09",,"57","39","40",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-10",,"60","40","45",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-11",,"64","38","39",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-12",,"61","39","41",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-13",,"63","41","48",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-14",,"50","44","47",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-15",,"66","47","54",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-16",,"67","51","54",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-17",,"79","51","54",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-18",,"88","54","66",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-19",,"90","66","70",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-20",,"90","54","55",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-21",,"66","45","47",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-22",,"68","47","53",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-23",,"60","53","57",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-24",,"69","55","56",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-25",,"72","54","55",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-26",,"58","54","55",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-27",,"74","52","58",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-28",,"72","54","62",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-29",,"74","55","55",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-30",,"58","54","54",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-05-31",,"59","54","58",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-01",,"75","54","55",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-02",,"78","49","50",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-03",,"77","50","52",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-04",,"73","49","53",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-05",,"67","53","57",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-06",,"72","54","54",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-07",,"58","48","49",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-08",,"68","47","49",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-09",,"73","49","55",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-10",,"80","54","57",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-11",,"83","57","66",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-12",,"89","64","66",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-13",,"92","66","74",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-14",,"94","70","70",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-15",,"84","56","58",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-16",,"78","56","59",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-17",,"66","59","64",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-18",,"73","64","70",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-19",,"87","70","76",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-20",,"88","69","70",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-21",,"83","60","60",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-22",,"83","59","60",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-23",,"85","60","74",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-24",,"81","71","71",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-25",,"84","61","62",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-26",,"81","55","60",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-27",,"79","58","59",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-28",,"77","52","56",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-29",,"79","56","59",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-06-30",,"83","59","71",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-01",,"90","68","70",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-02",,"86","69","70",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-03",,"88","65","67",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-04",,"87","63","64",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-05",,"85","61","62",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-06",,"86","62","65",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-07",,"79","65","65",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-08",,"83","65","71",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-09",,"83","63","68",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-10",,"82","58","59",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-11",,"85","59","69",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-12",,"85","69","72",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-13",,"88","72","73",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-14",,"91","65","65",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-15",,"69","64","67",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-16",,"84","63","66",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-17",,"87","66","66",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-18",,"87","66","70",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-19",,"88","70","71",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-20",,"93","70","71",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-21",,"93","70","72",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-22",,"91","69","70",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-23",,"90","70","73",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-24",,"79","66","67",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-25",,"71","60","61",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-26",,"72","60","67",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-27",,"77","61","62",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-28",,"76","61","70",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-29",,"85","67","67",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-30",,"77","60","67",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-07-31",,"81","57","57",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-08-01",,"88","57","64",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-08-02",,"90","64","68",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-08-03",,"87","62","62",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-08-04",,"86","62","67",,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.8917","-74.3962","85.3","2017-08-05",,"87","66","68",,,,,,,,,,,
